,Date,Headline,Alternate Headline,Link
0,2019-03-02,"
					 					 Videocon loan case: ED searches premises of Chanda, Deepak Kochhar					 ",The Enforcement Directorate sleuths are probing the proceeds of crime which are suspected to have been used for creating assets,https://www.business-standard.com/article/companies/ed-searches-premises-of-chanda-kochhar-deepak-kochhar-in-videocon-case-119030101212_1.html
1,2019-03-02,"
					 					 Sebi tightens norms for liquid MFs, takeover regulations of firms under IBC					 ",Managing liquid mutual funds to get challenging; shadow over deal between Jet Airways and Etihad,https://www.business-standard.com/article/markets/sebi-tightens-norms-for-liquid-mfs-does-away-with-open-offer-waiver-119030101181_1.html
2,2019-03-02,"
					 					 I am willing to make any sacrifice, Naresh Goyal tells Jet employees					 ",This is the second communication from Goyal in a week and follows a joint statement he issued with Etihad Airways chief executive officer Tony Douglas,https://www.business-standard.com/article/companies/i-am-wiling-to-make-any-sacrifice-naresh-goyal-tells-jet-employees-119030101084_1.html
3,2019-03-02,"
					 					 BNP Paribas sells 9.2% stake in SBI Life Insurance for Rs 4,751 crore					 ",CA Emerald Investments is Carlyle's flagship $6.55 bn fund focused on buyout and strategic investments across a range of sectors in Asia Pacific; this is its first investment in India,https://www.business-standard.com/article/companies/ca-emerald-investment-acquires-9-stake-in-sbi-life-119030100575_1.html
4,2019-03-02,"
					 					 IL&FS; lenders to continue making provisions for loans to the group					 ",Only the current earning flows should be used to make provisions and future cash flows should not be loaded with the obligation to make provisions.,https://www.business-standard.com/article/companies/il-fs-lenders-to-continue-making-provisions-for-loans-to-the-group-119030200053_1.html
5,2019-03-02,"
					 					 Ravneet Gill takes charge as YES Bank MD & CEO, succeeds Rana Kapoor					 ",Gill would like to put behind the strained relations with the banking sector regulator,https://www.business-standard.com/article/companies/ravneet-gill-takes-charge-as-yes-bank-md-ceo-succeeds-rana-kapoor-119030200052_1.html
6,2019-03-02,"
					 					 Air India, Vistara not to carry grounded Jet Airways passengers					 ","In return, the airline reimburses the amount to other carriers on a fortnightly basis at a pre-agreed rate",https://www.business-standard.com/article/companies/air-india-vistara-not-to-carry-grounded-jet-airways-passengers-119030200050_1.html
7,2019-03-02,"
					 					 Tesla shifts to online sales model to cut costs; move to rile US carmakers					 ","Some Tesla stores will be closed, resulting in staff cuts, CEO Elon Musk said, without detailing how many",https://www.business-standard.com/article/companies/tesla-shifts-to-online-sales-model-to-cut-costs-move-to-rile-us-carmakers-119030200049_1.html
8,2019-03-02,"
					 					 Jaguar Land Rover set for major investment in UK amid turmoil in market					 ","Last month, Jaguar Land Rover's owner Tata Motors Ltd reported the biggest-ever quarterly loss in Indian corporate history",https://www.business-standard.com/article/reuters/jaguar-land-rover-to-announce-major-uk-investment-bbc-119030101251_1.html
9,2019-03-02,"
					 					 Mindtree will buck the trend of IT consolidation, says CEO Rostow Ravanan					 ","Rostow Ravanan says with founders at helm, company is best placed to protect sharehoders' interest; L&T board meet may take final call",https://www.business-standard.com/article/companies/mindtree-will-buck-the-trend-of-it-consolidation-says-ceo-rostow-ravanan-119030200037_1.html
