,Date,Headline,Alternate Headline,Link
0,2019-01-01,"
					 					 Banking system getting back to health as NPAs on the decline: RBI report					 ",Banks showed an overall improvement with their gross NPA ratio declining from 11.5% in March 2018 to 10.8% in September 2018,https://www.business-standard.com/article/finance/banking-system-getting-back-to-health-as-npas-on-the-decline-fsr-118123100885_1.html
1,2019-01-01,"
					 					 Fractured mandate bigger risk than trade wars, oil prices in 2019: CEO poll					 ",Corporate bosses to invest more in new year; expect lower interest rates,https://www.business-standard.com/article/elections/fractured-mandate-bigger-risk-than-trade-wars-oil-prices-in-2019-ceo-poll-118123100812_1.html
2,2019-01-01,"
					 					 Brands must step out of bubble to cater to everything everywhere customer					 ",The trend has been mostly to create fewer and bigger businesses and brands,https://www.business-standard.com/article/companies/brands-must-step-out-of-bubble-to-cater-to-everything-everywhere-customer-118123101027_1.html
3,2019-01-01,"
					 					 Realty developers struggle to sell homes, but boom in office space segment					 ","A slew of measures such as demonetisation, goods and services tax, RERA have hit the residential sales badly",https://www.business-standard.com/article/companies/realty-developers-struggle-to-sell-homes-but-boom-in-office-space-segment-118123101004_1.html
4,2019-01-01,"
					 					 Amazon's deal with Future Retail stuck on new e-commerce FDI norms					 ",Shares of Kishore Biyani-led firm fall 11 per cent after Centre announced amendments to FDI norms for e-tailers,https://www.business-standard.com/article/companies/amazon-s-deal-with-future-retail-stuck-on-new-e-commerce-fdi-norms-118123100996_1.html
5,2019-01-01,"
					 					 RCom, Reliance Jio extend validity of asset sale agreement to June 28					 ","Apart from a Rs 3,000-crore sale of its fiber and related infrastructure assets in August, nothing much has happened in the deal, and RCom continues to reel under debt pressure",https://www.business-standard.com/article/companies/rcom-reliance-jio-extend-validity-of-asset-sale-agreement-to-june-28-118123100990_1.html
6,2019-01-01,"
					 					 Lupin plans expansion, eyes Europe growth via acquisitions and launches					 ","The pharma major acquired a portfolio of central nervous drug system drugs, including NaMuscla, through its acquisition of German drug maker Temmler Pharma in 2015",https://www.business-standard.com/article/companies/lupin-plans-expansion-eyes-europe-growth-via-acquisitions-and-launches-118123100973_1.html
7,2019-01-01,"
					 					 Warburg Pincus-Lemon Tree Hotels targets 100,000 beds in co-living biz					 ",Lemon Tree Hotels is the first hospitality firm to enter the segment,https://www.business-standard.com/article/companies/warburg-pincus-lemon-tree-hotels-targets-100-000-beds-in-co-living-biz-118123100959_1.html
8,2019-01-01,"
					 					 BPL Medical Tech to scale up global presence, aims to break even in FY19					 ","The acquisition can either be in devices or consumable space, and the company is looking at investing anywhere between Rs 50 crore to Rs 100 crore for this acquisition",https://www.business-standard.com/article/companies/bpl-medical-tech-to-scale-up-global-presence-aims-to-break-even-in-fy19-118123100930_1.html
9,2019-01-01,"
					 					 Disruptors face disruption, Oyo to Swiggy get flak from restaurants, hotels					 ",Online hospitality aggregators face growing discontent from restaurants and hotels over commissions and pricing power,https://www.business-standard.com/article/companies/disruptors-face-disruption-oyo-to-swiggy-get-flak-from-restaurants-hotels-118123100923_1.html
10,2019-01-01,"
					 					 Realty sector to be challenging and opportunistic in 2019: Hiranandani					 ","Noting that the RERA has erased non-serious players in the industry, he said, this trend was expected to continue in 2019",https://www.business-standard.com/article/companies/realty-sector-to-be-challenging-and-opportunistic-in-2019-hiranandani-118123100417_1.html
11,2019-01-01,"
					 					 E-commerce FDI norms should be applied on domestic players also: CAIT					 ","Tightening norms for e-commerce firms having foreign investment, the government barred online marketplaces from selling products of companies where they hold stakes",https://www.business-standard.com/article/companies/e-commerce-fdi-norms-should-be-applied-on-domestic-players-also-cait-118123100412_1.html
12,2019-01-01,"
					 					 BHEL bags Rs 3,500 crore order for setting up West Bengal thermal unit					 ",The BHEL has so far contributed over 80 per cent of the total coal-based generating capacity of WBPDCL,https://www.business-standard.com/article/companies/bhel-bags-rs-3-500-crore-order-for-setting-up-west-bengal-thermal-unit-118123100350_1.html
13,2019-01-01,"
					 					 Cerestra buys Pune school, Euro group to operate it under Billabong brand					 ","The said school is spread across 2.25 acres of land and has a built up area of 135,000 square feet with a capacity of 2500 students",https://www.business-standard.com/article/companies/cerestra-buys-pune-school-euro-group-to-operate-it-under-billabong-brand-118123100158_1.html
14,2019-01-01,"
					 					 Situation could be serious for banks if top group borrower defaults: RBI					 ",Stress tests reveal that the losses could be around 7.6 per cent and 13.6 per cent of the capital at the system level under the assumed scenarios,https://www.business-standard.com/article/economy-policy/situation-could-be-serious-for-banks-if-top-group-borrower-defaults-rbi-119010100030_1.html
15,2019-01-01,"
					 					 More steps on anvil to boost farmers' income: Agriculture minister					 ","The minister said schemes like higher procurement at increased MSP, higher payout under crop insurance scheme, and electronic linking of markets are all meant to improve farmers' income",https://www.business-standard.com/article/economy-policy/more-steps-on-anvil-to-boost-farmers-income-agriculture-minister-119010100011_1.html
16,2019-01-01,"
					 					 No plan to repeal The Chartered Accountants Act, say officials					 ",NFRA is supposed to take over from the Institute of Chartered Accountants of India (ICAI) all powers to investigate accounting professionals of listed companies,https://www.business-standard.com/article/economy-policy/no-plan-to-repeal-the-chartered-accountants-act-say-officials-118123101046_1.html
17,2019-01-01,"
					 					 EOUs can re-import goods rejected by buyer for repairs, re-export: Expert					 ","According to Para 2.46.II (a) of FTP, goods imported against payment in freely convertible currency would be permitted for export only against payment in freely convertible currency",https://www.business-standard.com/article/economy-policy/eous-can-re-import-goods-rejected-by-buyer-for-repairs-re-export-expert-118123101040_1.html
18,2019-01-01,"
					 					 India's core sector growth drops to a 16-month low of 3.5% in November					 ","Muted rise in cement production and electricity generation, apart from high base effect to blame",https://www.business-standard.com/article/economy-policy/india-s-core-sector-growth-drops-to-a-16-month-low-of-3-5-in-november-118123101026_1.html
19,2019-01-01,"
					 					 Triple talaq Bill stalled as Rajya Sabha adjourned till January 2					 ",The Opposition demanded the Bill be referred to a select committee of the House for scrutiny,https://www.business-standard.com/article/economy-policy/rajya-sabha-fails-to-initiate-discussion-on-triple-talaq-due-to-protests-118123101008_1.html
20,2019-01-01,"
					 					 Post-recapitalisation, banks' credit flow increases sharply in FY18					 ",The share of net credit of housing finance companies (HFCs) in the total flow of credit nearly doubled from 6.2 per cent in FY14 to 11.7 per cent in FY18,https://www.business-standard.com/article/economy-policy/post-recapitalisation-banks-credit-flow-increases-sharply-in-fy18-118123100984_1.html
21,2019-01-01,"
					 					 RBI report calls for fine-tuning institution scanning after IL&FS; crisis					 ",The IL&FS crisis posed serious ramifications for the financial sector with the group having as many as 301 subsidiaries,https://www.business-standard.com/article/economy-policy/rbi-report-calls-for-fine-tuning-institution-scanning-after-il-fs-crisis-118123100974_1.html
22,2019-01-01,"
					 					 RBI stress test shows banks' asset quality might improve in 2019					 ","PSBs' GNPA ratio may decline to 14.6 per cent by March 2019 under baseline scenario, whereas private banks' GNPA ratio may decline from 3.8 per cent to 3.3 per cent in March 2019",https://www.business-standard.com/article/economy-policy/rbi-stress-test-shows-banks-asset-quality-might-improve-in-2019-118123100970_1.html
23,2019-01-01,"
					 					 Govt turns down airlines' demand for alternative airports in major cities					 ",Cost-benefit analysis and opposition from private airport developers primary reasons,https://www.business-standard.com/article/economy-policy/govt-turns-down-airlines-demand-for-alternative-airports-in-major-cities-118123100915_1.html
24,2019-01-01,"
					 					 India exempts rupee payments for Iran oil imports from hefty taxes: Report					 ",The exemption will allow Indian refiners to settle about $1.5 billion of outstanding payments Iranian company.,https://www.business-standard.com/article/economy-policy/india-exempts-rupee-payments-for-iran-oil-imports-from-hefty-taxes-report-118123100827_1.html
25,2019-01-01,"
					 					 New GST rates: 23 goods and services to get cheaper from January 1					 ","The goods on which GST has been lowered to 18% from 28% at present include pulleys, gear boxes, retreaded or used tyres, power banks of lithium ion batteries, digital cameras and video game consoles",https://www.business-standard.com/article/economy-policy/new-gst-rates-23-goods-and-services-to-get-cheaper-from-january-1-118123100808_1.html
26,2019-01-01,"
					 					 Onion spurts 50% to hit one-month high following export incentives					 ","Price of export-quality bulbs touches Rs 10 per kg; farmers hold back sale of fresh onions, expecting prices to go up further",https://www.business-standard.com/article/economy-policy/onion-spurts-50-to-hit-one-month-high-following-export-incentives-118123100716_1.html
27,2019-01-01,"
					 					 Asset Reconstruction Companies to scale up operations in Indian banks					 ","The primary reasons for spurt in stressed assets include aggressive lending practices, wilful default, loan frauds, corruption in some cases, and economic slowdown",https://www.business-standard.com/article/finance/asset-reconstruction-companies-to-scale-up-operations-in-indian-banks-118123100991_1.html
28,2019-01-01,"
					 					 With base effect catching up, RBL is a capital guzzler among private banks					 ","With the bank growing its assets by over 30-35% quarter after quarter, it is constantly in need of capital",https://www.business-standard.com/article/finance/with-base-effect-catching-up-rbl-is-a-capital-guzzler-among-private-banks-118123100839_1.html
29,2019-01-01,"
					 					 Bhagat Singh's real legacy					 ","The message of this edited volume is that an individual who is not in tune with the mainstream ideas of his own society is liable to be punished, and Bhagat Singh was no exception",https://www.business-standard.com/article/beyond-business/bhagat-singh-s-real-legacy-119010100017_1.html
30,2019-01-01,"
					 					 Why is the Fed still raising interest rates?					 ",Determining the appropriate level of the interest rate depends on balancing a changing array of considerations,https://www.business-standard.com/article/opinion/why-is-the-fed-still-raising-interest-rates-119010100012_1.html
31,2019-01-01,"
					 					 Defence acquisition: Not yet in the fast lane					 ","Whether for this government or the next, there is no avoiding reform",https://www.business-standard.com/article/opinion/defence-acquisition-not-yet-in-the-fast-lane-119010100005_1.html
32,2019-01-01,"
					 					 Entrepreneurship or salaried employment?					 ","This growth of self-employed entrepreneurs notwithstanding, the most preferred employment of the average young educated man and woman is that of being a salaried employee",https://www.business-standard.com/article/opinion/entrepreneurship-or-salaried-employment-118123100390_1.html
33,2019-01-01,"
					 					 Hat-trick for Hasina					 ",Bangladesh's one-sided poll result poses new challenges,https://www.business-standard.com/article/opinion/hat-trick-for-hasina-118123101047_1.html
34,2019-01-01,"
					 					 An India of institutions					 ",The nation has to strengthen its pillars of democracy in 2019,https://www.business-standard.com/article/opinion/an-india-of-institutions-118123101045_1.html
